mean,std,rms,min,max,ptp,kurtosis,skewness,zero-crossing,sensor,condition
0.002844408700639999,1.5883135950766376,1.5883161420089291,5.1149,-1.1508,6.2657,4.261618911761277,2.4922869792865128,144,tachometer,horizontal-misalignment
0.010532707131663993,1.1148152751214466,1.1148650302003504,1.766,-4.907,6.673,-0.2039880330562176,-0.7249405219532778,177592,acc_under_axial,horizontal-misalignment
0.0024718730645024015,0.3057207311793304,0.3057307240518548,0.61028,-2.0619,2.67218,-0.1740340706176675,-0.6809152824063063,182886,acc_under_radial,horizontal-misalignment
0.00212729722854,0.05894217501310896,0.05898055093651228,0.29343,-0.31773,0.61116,0.295869680295231,-0.3973477230911439,111507,acc_under_tangential,horizontal-misalignment
0.04062574064698275,2.1243004508907712,2.124688884627077,6.1244,-4.6817,10.8061,-0.848509272070006,0.05719029751724127,2653,acc_over_axial,horizontal-misalignment
0.004084539383987202,0.18340789898449988,0.1834533751989531,0.32483,-0.91428,1.23911,2.246779757662236,-1.5069123682397054,1480,acc_over_radial,horizontal-misalignment
0.00257166969547592,0.4331169495852541,0.4331245842746151,1.4893,-1.0486,2.5379,-0.5504388477956583,0.31135708787451954,10587,acc_over_tangential,horizontal-misalignment
0.017536556978860002,0.1448435464676629,0.14590128095394783,0.84333,-0.48362,1.32695,0.8245924825690358,0.9325474157557787,186449,microphone,horizontal-misalignment
-0.0005505027799999989,1.7025494813905764,1.7025495703904279,5.0207,-1.3929,6.4136,2.9402722097564196,2.214414827568704,296,tachometer,horizontal-misalignment
0.0197340358861824,0.7922916047209239,0.7925373297729349,1.7291,-3.1234,4.8525,-0.5731742199471452,-0.4594009723244046,180106,acc_under_axial,horizontal-misalignment
0.0005281404201016004,0.32489413303130504,0.3248945622974732,1.0279,-1.8621,2.89,-0.2638957103425983,-0.3020376235304893,178050,acc_under_radial,horizontal-misalignment
0.0010685849690276,0.16708584261800286,0.16708925961055682,1.0092,-1.0027,2.0119,0.6679159593303585,0.048473606034424015,54884,acc_under_tangential,horizontal-misalignment
-0.13122055469843205,1.539416653405585,1.5449991801803054,3.5859,-3.7122,7.2981,-1.1293646336823315,-0.06427040538466061,2147,acc_over_axial,horizontal-misalignment
0.0010317094945915997,0.041380450957844386,0.0413933104010273,0.1109,-0.142,0.2529,-0.3694660442970421,-0.18958442574471787,7949,acc_over_radial,horizontal-misalignment
-0.0803189815211646,0.5342733227978023,0.5402768940515612,1.6153,-1.6448,3.2601,-0.900232495611887,-0.0303098610441862,8873,acc_over_tangential,horizontal-misalignment
0.013703133322057602,0.1610962084555311,0.16167796461357997,0.76122,-0.34582,1.10704,-0.0647214879223097,0.592442002383442,207438,microphone,horizontal-misalignment
0.0010830175735999995,1.7674515730801976,1.7674519048932362,4.927,-1.4467,6.3736999999999995,2.298462729570126,2.0651752455353023,489,tachometer,horizontal-misalignment
0.012335301855923601,0.5447382736462111,0.5448779188469018,2.0159,-2.6072,4.6231,0.20375551172153417,-0.24334897628217075,72957,acc_under_axial,horizontal-misalignment
0.00028707338297319937,0.4131357047129925,0.4131358044515485,1.5837,-2.1434,3.7271,0.0343397489901327,-0.25044920828211914,132290,acc_under_radial,horizontal-misalignment
0.0006630849968908003,0.3491895943886549,0.34919022396256516,1.8845,-2.1816,4.0661000000000005,0.4992597215279746,0.021666531330805684,46589,acc_under_tangential,horizontal-misalignment
0.0642855174098372,0.6495165721304159,0.652690129556665,2.6172,-2.4459,5.0631,-0.10182816536774197,-0.06470500658313547,9583,acc_over_axial,horizontal-misalignment
0.0030930823424872,0.030320054986655763,0.030477416110478182,0.090903,-0.099915,0.190818,-0.7334813247622933,-0.09129276185250612,10536,acc_over_radial,horizontal-misalignment
0.03924524819896792,0.35755777071435724,0.35970508601411166,1.7634,-1.6261,3.3895,0.18240454961514363,-0.09110540380368931,31367,acc_over_tangential,horizontal-misalignment
0.013064344164029601,0.20557100075331042,0.2059857117354351,0.85876,-0.48179,1.34055,-0.3181231393065316,0.49380864880131115,210252,microphone,horizontal-misalignment
0.000254410910399997,1.8023398634062808,1.8023398813620815,4.8887,-1.5136,6.4023,1.9786766962716467,1.98666248777819,606,tachometer,horizontal-misalignment
0.0117731426388328,0.5154983208966049,0.51563274307865,1.8248,-2.4135,4.2383,0.027145962412305824,-0.24646700261967633,105719,acc_under_axial,horizontal-misalignment
0.0004412057676836,0.4743458445613251,0.4743460497517885,1.9054,-2.1149,4.0203,-0.1868569788682013,-0.04986672702650867,110890,acc_under_radial,horizontal-misalignment
0.0007080261145820001,0.493617167798541,0.49361767558144826,2.4223,-2.6921,5.1144,0.25687727920488834,-0.0062870102313611394,46728,acc_under_tangential,horizontal-misalignment
0.010795479450724,1.0220080475103106,1.0220650622892893,3.5087,-3.5363,7.045,-0.15958329854000075,0.10644499579721402,6912,acc_over_axial,horizontal-misalignment
0.0027340316688071998,0.04063268277407257,0.04072456063095653,0.11567,-0.17958,0.29525,-0.0866304901990107,-0.2831810835776319,9026,acc_over_radial,horizontal-misalignment
-0.00664419317964905,0.41101905903232944,0.4110727577824028,1.7144,-1.8792,3.5936,-0.021433952014614288,-0.040383634290596215,28665,acc_over_tangential,horizontal-misalignment
0.0133007593168464,0.21438042942988314,0.21479264121693226,0.85514,-0.50878,1.36392,-0.40310523668283027,0.46804408957481153,210539,microphone,horizontal-misalignment
